Manufacturer,Generation,Product Name,GPU URL,GPU Chip,Chip URL,Released,Year,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs,Architecture,Foundry,Process Size,Transistors,Density,Die Size,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,WDDM,Tensor Cores,RT Cores,Shading Units,TMUs,ROPs,SM Count,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Max. TDP,Pixel Rate,Texture Rate,FP16 (half),FP32 (float),FP64 (double),Abritary Gen,Gen Year
AMD,Pirate Islands (R9 300),Radeon R9 380,https://www.techpowerup.com/gpu-specs/radeon-r9-380.c2734,Antigua,https://www.techpowerup.com/gpu-specs/amd-antigua.g780,"Jun 18th, 2015",2015,PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",970 MHz,1375 MHz,1792 / 112 / 32,GCN 3.0,TSMC,28 nm,"5,000 million",13.7M / mm²,366 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2048,128,32,,,16 KB per CU,512 KB,,190 W,31.04 GPixel/s,108.6 GTexel/s,3.476 TFLOPS (1:1),3.476 TFLOPS,217.3 GFLOPS (1:16),5,2014
AMD,Pirate Islands (R9 300),Radeon R9 380X,https://www.techpowerup.com/gpu-specs/radeon-r9-380x.c2758,Antigua,https://www.techpowerup.com/gpu-specs/amd-antigua.g780,"Nov 19th, 2015",2015,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",970 MHz,1425 MHz,2048 / 128 / 32,GCN 3.0,TSMC,28 nm,"5,000 million",13.7M / mm²,366 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2048,128,32,,,16 KB per CU,512 KB,,190 W,31.04 GPixel/s,124.2 GTexel/s,3.973 TFLOPS (1:1),3.973 TFLOPS,248.3 GFLOPS (1:16),5,2014
AMD,Pirate Islands (R9 300),Radeon R9 390,https://www.techpowerup.com/gpu-specs/radeon-r9-390.c2664,Grenada,https://www.techpowerup.com/gpu-specs/amd-grenada.g779,"Jun 18th, 2015",2015,PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1500 MHz,2560 / 160 / 64,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,580 W,64.00 GPixel/s,160.0 GTexel/s,,5.120 TFLOPS,640.0 GFLOPS (1:8),4,2013
AMD,Pirate Islands (R9 300),Radeon R9 390X,https://www.techpowerup.com/gpu-specs/radeon-r9-390x.c2663,Grenada,https://www.techpowerup.com/gpu-specs/amd-grenada.g779,"Jun 18th, 2015",2015,PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1050 MHz,1500 MHz,2816 / 176 / 64,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,580 W,67.20 GPixel/s,184.8 GTexel/s,,5.914 TFLOPS,739.2 GFLOPS (1:8),4,2013
AMD,Pirate Islands (R9 300),Radeon R9 390 X2,https://www.techpowerup.com/gpu-specs/radeon-r9-390-x2.c2755,Grenada,https://www.techpowerup.com/gpu-specs/amd-grenada.g779,"Sep 3rd, 2015",2015,PCIe 3.0 x16,"8 GB, GDDR5, 512 bit",1000 MHz,1350 MHz,2560 / 160 / 64,GCN 2.0,TSMC,28 nm,"6,200 million",14.2M / mm²,438 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,2816,176,64,,,16 KB per CU,1024 KB,,580 W,64.00 GPixel/s,160.0 GTexel/s,,5.120 TFLOPS,640.0 GFLOPS (1:8),4,2013
AMD,Pirate Islands (R9 300),Radeon R9 Nano,https://www.techpowerup.com/gpu-specs/radeon-r9-nano.c2735,Fiji,https://www.techpowerup.com/gpu-specs/amd-fiji.g774,"Aug 27th, 2015",2015,PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,4096 / 256 / 64,GCN 3.0,TSMC,28 nm,"8,900 million",14.9M / mm²,596 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,4096,256,64,,,16 KB per CU,4096 KB,,275 W,64.00 GPixel/s,256.0 GTexel/s,8.192 TFLOPS (1:1),8.192 TFLOPS,512.0 GFLOPS (1:16),5,2014
AMD,Pirate Islands (R9 300),Radeon R9 FURY,https://www.techpowerup.com/gpu-specs/radeon-r9-fury.c2736,Fiji,https://www.techpowerup.com/gpu-specs/amd-fiji.g774,"Jul 10th, 2015",2015,PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1000 MHz,500 MHz,3584 / 224 / 64,GCN 3.0,TSMC,28 nm,"8,900 million",14.9M / mm²,596 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,4096,256,64,,,16 KB per CU,4096 KB,,275 W,64.00 GPixel/s,224.0 GTexel/s,7.168 TFLOPS (1:1),7.168 TFLOPS,448.0 GFLOPS (1:16),5,2014
AMD,Pirate Islands (R9 300),Radeon R9 FURY X,https://www.techpowerup.com/gpu-specs/radeon-r9-fury-x.c2677,Fiji,https://www.techpowerup.com/gpu-specs/amd-fiji.g774,"Jun 24th, 2015",2015,PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1050 MHz,500 MHz,4096 / 256 / 64,GCN 3.0,TSMC,28 nm,"8,900 million",14.9M / mm²,596 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,4096,256,64,,,16 KB per CU,4096 KB,,275 W,67.20 GPixel/s,268.8 GTexel/s,8.602 TFLOPS (1:1),8.602 TFLOPS,537.6 GFLOPS (1:16),5,2014
AMD,Pirate Islands (R9 300),Radeon R9 FURY X2,https://www.techpowerup.com/gpu-specs/radeon-r9-fury-x2.c2741,Capsaicin,https://www.techpowerup.com/gpu-specs/amd-capsaicin.g791,Never Released,2015,PCIe 3.0 x16,"4 GB, HBM, 4096 bit",1050 MHz,500 MHz,4096 / 256 / 64,GCN 3.0,TSMC,28 nm,"8,900 million",14.9M / mm²,596 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,4096,256,64,,,16 KB per CU,2048 KB,,350 W,67.20 GPixel/s,268.8 GTexel/s,,8.602 TFLOPS,,5,2014
AMD,Arctic Islands (R5 400),Radeon R5 430 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-430-oem.c2893,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Jun 30th, 2016",2016,PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",730 MHz,1150 MHz,384 / 24 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16),3,2011
AMD,Arctic Islands (R5 400),Radeon R5 435 OEM,https://www.techpowerup.com/gpu-specs/radeon-r5-435-oem.c2894,Banks,https://www.techpowerup.com/gpu-specs/amd-banks.g891,"Jun 30th, 2016",2016,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1030 MHz,1125 MHz,320 / 20 / 8,GCN 1.0,TSMC,28 nm,690 million,12.3M / mm²,56 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,320,20,8,,,16 KB per CU,128 KB,,50 W,8.240 GPixel/s,20.60 GTexel/s,,659.2 GFLOPS,41.20 GFLOPS (1:16),3,2011
AMD,Arctic Islands (R5 400),Radeon R7 430 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-430-oem.c2892,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Jun 30th, 2016",2016,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,384 / 24 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,6.240 GPixel/s,18.72 GTexel/s,,599.0 GFLOPS,37.44 GFLOPS (1:16),3,2011
AMD,Arctic Islands (R5 400),Radeon R7 435 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-435-oem.c2891,Oland,https://www.techpowerup.com/gpu-specs/amd-oland.g389,"Jun 30th, 2016",2016,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",920 MHz,1000 MHz,320 / 20 / 8,GCN 1.0,TSMC,28 nm,950 million,12.3M / mm²,77 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,384,24,8,,,16 KB per CU,256 KB,,75 W,7.360 GPixel/s,18.40 GTexel/s,,588.8 GFLOPS,36.80 GFLOPS (1:16),3,2011
AMD,Arctic Islands (R5 400),Radeon R7 450 OEM,https://www.techpowerup.com/gpu-specs/radeon-r7-450-oem.c2890,Cape Verde,https://www.techpowerup.com/gpu-specs/amd-cape-verde.g100,"Jun 30th, 2016",2016,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",925 MHz,1125 MHz,512 / 32 / 16,GCN 1.0,TSMC,28 nm,"1,500 million",12.2M / mm²,123 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,640,40,16,,,16 KB per CU,256 KB,,80 W,14.80 GPixel/s,29.60 GTexel/s,,947.2 GFLOPS,59.20 GFLOPS (1:16),3,2011
AMD,Arctic Islands (RX 400),Radeon RX 455 OEM,https://www.techpowerup.com/gpu-specs/radeon-rx-455-oem.c2889,Tobago,https://www.techpowerup.com/gpu-specs/amd-tobago.g777,"Jun 30th, 2016",2016,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1050 MHz,1625 MHz,768 / 48 / 16,GCN 2.0,TSMC,28 nm,"2,080 million",13.0M / mm²,160 mm²,12 (12_0),4.6,2.1,1.2.170,6.5,2.7,,,896,56,16,,,16 KB per CU,256 KB,,100 W,16.80 GPixel/s,50.40 GTexel/s,,1.613 TFLOPS,100.8 GFLOPS (1:16),4,2013
AMD,Arctic Islands (RX 400),Radeon RX 460,https://www.techpowerup.com/gpu-specs/radeon-rx-460.c2849,Baffin,https://www.techpowerup.com/gpu-specs/amd-baffin.g796,"Aug 8th, 2016",2016,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,896 / 56 / 16,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",24.4M / mm²,123 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,1024,64,16,,,16 KB per CU,1024 KB,,80 W,19.20 GPixel/s,67.20 GTexel/s,2.150 TFLOPS (1:1),2.150 TFLOPS,134.4 GFLOPS (1:16),6,2016
AMD,Arctic Islands (RX 400),Radeon RX 460 1024SP,https://www.techpowerup.com/gpu-specs/radeon-rx-460-1024sp.c2918,Baffin,https://www.techpowerup.com/gpu-specs/amd-baffin.g796,"Jan 17th, 2017",2017,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,1024 / 64 / 16,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",24.4M / mm²,123 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,1024,64,16,,,16 KB per CU,1024 KB,,80 W,19.20 GPixel/s,76.80 GTexel/s,2.458 TFLOPS (1:1),2.458 TFLOPS,153.6 GFLOPS (1:16),6,2016
AMD,Arctic Islands (RX 400),Radeon RX 470D,https://www.techpowerup.com/gpu-specs/radeon-rx-470d.c2896,Ellesmere,https://www.techpowerup.com/gpu-specs/amd-ellesmere.g795,"Oct 21st, 2016",2016,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",926 MHz,1650 MHz,1792 / 112 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,250 W,38.59 GPixel/s,135.1 GTexel/s,4.322 TFLOPS (1:1),4.322 TFLOPS,270.1 GFLOPS (1:16),6,2016
AMD,Arctic Islands (RX 400),Radeon RX 470,https://www.techpowerup.com/gpu-specs/radeon-rx-470.c2861,Ellesmere,https://www.techpowerup.com/gpu-specs/amd-ellesmere.g795,"Aug 4th, 2016",2016,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",926 MHz,1650 MHz,2048 / 128 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,250 W,38.59 GPixel/s,154.4 GTexel/s,4.940 TFLOPS (1:1),4.940 TFLOPS,308.7 GFLOPS (1:16),6,2016
AMD,Arctic Islands (RX 400),Radeon RX 480,https://www.techpowerup.com/gpu-specs/radeon-rx-480.c2848,Ellesmere,https://www.techpowerup.com/gpu-specs/amd-ellesmere.g795,"Jun 29th, 2016",2016,PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,2000 MHz,2304 / 144 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,250 W,40.51 GPixel/s,182.3 GTexel/s,5.834 TFLOPS (1:1),5.834 TFLOPS,364.6 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon 520 OEM,https://www.techpowerup.com/gpu-specs/radeon-520-oem.c4061,Banks,https://www.techpowerup.com/gpu-specs/amd-banks.g891,"Apr 18th, 2017",2017,PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",1030 MHz,1125 MHz,320 / 20 / 8,GCN 1.0,TSMC,28 nm,690 million,12.3M / mm²,56 mm²,12 (11_1),4.6,2.1 (1.2),1.2.170,6.5 (5.1),2.7,,,320,20,8,,,16 KB per CU,128 KB,,50 W,8.240 GPixel/s,20.60 GTexel/s,,659.2 GFLOPS,41.20 GFLOPS (1:16),3,2011
AMD,Polaris (RX 500),Radeon 550,https://www.techpowerup.com/gpu-specs/radeon-550.c3407,Lexa,https://www.techpowerup.com/gpu-specs/amd-lexa.g806,"Apr 20th, 2017",2017,PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",1100 MHz,1750 MHz,512 / 32 / 16,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",21.4M / mm²,103 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,640,40,16,,,16 KB per CU,512 KB,,65 W,18.93 GPixel/s,37.86 GTexel/s,"1,211 GFLOPS (1:1)","1,211 GFLOPS",75.71 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 550,https://www.techpowerup.com/gpu-specs/radeon-rx-550.c2947,Lexa,https://www.techpowerup.com/gpu-specs/amd-lexa.g806,"Apr 20th, 2017",2017,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1100 MHz,1750 MHz,512 / 32 / 16,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",21.4M / mm²,103 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,640,40,16,,,16 KB per CU,512 KB,,65 W,18.93 GPixel/s,37.86 GTexel/s,"1,211 GFLOPS (1:1)","1,211 GFLOPS",75.71 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 550 512SP,https://www.techpowerup.com/gpu-specs/radeon-rx-550-512sp.c3740,Baffin,https://www.techpowerup.com/gpu-specs/amd-baffin.g796,"Oct 13th, 2017",2017,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1019 MHz,1500 MHz,512 / 32 / 16,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",24.4M / mm²,123 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,1024,64,16,,,16 KB per CU,1024 KB,,80 W,17.14 GPixel/s,34.27 GTexel/s,"1,097 GFLOPS (1:1)","1,097 GFLOPS",68.54 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 550 640SP,https://www.techpowerup.com/gpu-specs/radeon-rx-550-640sp.c3083,Baffin,https://www.techpowerup.com/gpu-specs/amd-baffin.g796,"Oct 13th, 2017",2017,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1019 MHz,1500 MHz,640 / 40 / 16,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",24.4M / mm²,123 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,1024,64,16,,,16 KB per CU,1024 KB,,80 W,17.14 GPixel/s,42.84 GTexel/s,"1,371 GFLOPS (1:1)","1,371 GFLOPS",85.68 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 560D,https://www.techpowerup.com/gpu-specs/radeon-rx-560d.c2990,Polaris 21,https://www.techpowerup.com/gpu-specs/amd-polaris-21.g812,"Jul 4th, 2017",2017,PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1090 MHz,1500 MHz,896 / 56 / 16,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",24.4M / mm²,123 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,1024,64,16,,,16 KB per CU,1024 KB,,75 W,18.80 GPixel/s,65.80 GTexel/s,2.106 TFLOPS (1:1),2.106 TFLOPS,131.6 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 560 896SP,https://www.techpowerup.com/gpu-specs/radeon-rx-560-896sp.c3082,Polaris 21,https://www.techpowerup.com/gpu-specs/amd-polaris-21.g812,"Jul 4th, 2017",2017,PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,896 / 56 / 16,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",24.4M / mm²,123 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,1024,64,16,,,16 KB per CU,1024 KB,,75 W,18.80 GPixel/s,65.80 GTexel/s,2.106 TFLOPS (1:1),2.106 TFLOPS,131.6 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 560,https://www.techpowerup.com/gpu-specs/radeon-rx-560.c2940,Polaris 21,https://www.techpowerup.com/gpu-specs/amd-polaris-21.g812,"Apr 18th, 2017",2017,PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1175 MHz,1750 MHz,1024 / 64 / 16,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",24.4M / mm²,123 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,1024,64,16,,,16 KB per CU,1024 KB,,75 W,20.40 GPixel/s,81.60 GTexel/s,2.611 TFLOPS (1:1),2.611 TFLOPS,163.2 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 560 XT,https://www.techpowerup.com/gpu-specs/radeon-rx-560-xt.c3388,Ellesmere,https://www.techpowerup.com/gpu-specs/amd-ellesmere.g795,"Mar 13th, 2019",2019,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1074 MHz,1750 MHz,1792 / 112 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,250 W,39.23 GPixel/s,137.3 GTexel/s,4.394 TFLOPS (1:1),4.394 TFLOPS,274.6 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 570,https://www.techpowerup.com/gpu-specs/radeon-rx-570.c2939,Polaris 20,https://www.techpowerup.com/gpu-specs/amd-polaris-20.g807,"Apr 18th, 2017",2017,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1168 MHz,1750 MHz,2048 / 128 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,185 W,39.81 GPixel/s,159.2 GTexel/s,5.095 TFLOPS (1:1),5.095 TFLOPS,318.5 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 580 2048SP,https://www.techpowerup.com/gpu-specs/radeon-rx-580-2048sp.c3321,Polaris 20,https://www.techpowerup.com/gpu-specs/amd-polaris-20.g807,"Oct 15th, 2018",2018,PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1168 MHz,1750 MHz,2048 / 128 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,185 W,41.09 GPixel/s,164.4 GTexel/s,5.259 TFLOPS (1:1),5.259 TFLOPS,328.7 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 580 OEM,https://www.techpowerup.com/gpu-specs/radeon-rx-580-oem.c3112,Ellesmere,https://www.techpowerup.com/gpu-specs/amd-ellesmere.g795,"Jun 29th, 2016",2016,PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,2000 MHz,2304 / 144 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,250 W,40.51 GPixel/s,182.3 GTexel/s,5.834 TFLOPS (1:1),5.834 TFLOPS,364.6 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 580G,https://www.techpowerup.com/gpu-specs/radeon-rx-580g.c3323,Polaris 20,https://www.techpowerup.com/gpu-specs/amd-polaris-20.g807,"Oct 15th, 2018",2018,PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1257 MHz,2000 MHz,2304 / 144 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,185 W,42.56 GPixel/s,191.5 GTexel/s,6.129 TFLOPS (1:1),6.129 TFLOPS,383.0 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 580,https://www.techpowerup.com/gpu-specs/radeon-rx-580.c2938,Polaris 20,https://www.techpowerup.com/gpu-specs/amd-polaris-20.g807,"Apr 18th, 2017",2017,PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1257 MHz,2000 MHz,2304 / 144 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,185 W,42.88 GPixel/s,193.0 GTexel/s,6.175 TFLOPS (1:1),6.175 TFLOPS,385.9 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 590 GME,https://www.techpowerup.com/gpu-specs/radeon-rx-590-gme.c3505,Polaris 20,https://www.techpowerup.com/gpu-specs/amd-polaris-20.g807,"Mar 9th, 2020",2020,PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1257 MHz,2000 MHz,2304 / 144 / 32,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,185 W,45.44 GPixel/s,204.5 GTexel/s,6.543 TFLOPS (1:1),6.543 TFLOPS,409.0 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500),Radeon RX 590,https://www.techpowerup.com/gpu-specs/radeon-rx-590.c3322,Polaris 30,https://www.techpowerup.com/gpu-specs/amd-polaris-30.g877,"Nov 15th, 2018",2018,PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1469 MHz,2000 MHz,2304 / 144 / 32,GCN 4.0,GlobalFoundries,12 nm,"5,700 million",24.6M / mm²,232 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,2304,144,32,,,16 KB per CU,2048 KB,,175 W,49.44 GPixel/s,222.5 GTexel/s,7.119 TFLOPS (1:1),7.119 TFLOPS,445.0 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500X),Radeon 550X,https://www.techpowerup.com/gpu-specs/radeon-550x.c3420,Lexa,https://www.techpowerup.com/gpu-specs/amd-lexa.g806,"Mar 27th, 2019",2019,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1082 MHz,1750 MHz,512 / 32 / 16,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",21.4M / mm²,103 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,640,40,16,,,16 KB per CU,512 KB,,65 W,19.49 GPixel/s,38.98 GTexel/s,"1,247 GFLOPS (1:1)","1,247 GFLOPS",77.95 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500X),Radeon 550X 640SP,https://www.techpowerup.com/gpu-specs/radeon-550x-640sp.c3206,Lexa,https://www.techpowerup.com/gpu-specs/amd-lexa.g806,"Apr 11th, 2018",2018,PCIe 3.0 x8,"4 GB, GDDR5, 64 bit",1019 MHz,1500 MHz,640 / 40 / 16,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",21.4M / mm²,103 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,640,40,16,,,16 KB per CU,512 KB,,65 W,17.14 GPixel/s,42.84 GTexel/s,"1,371 GFLOPS (1:1)","1,371 GFLOPS",85.68 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500X),Radeon RX 550X,https://www.techpowerup.com/gpu-specs/radeon-rx-550x.c3194,Lexa,https://www.techpowerup.com/gpu-specs/amd-lexa.g806,"Dec 16th, 2018",2018,PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1100 MHz,1500 MHz,512 / 32 / 16,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",21.4M / mm²,103 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,640,40,16,,,16 KB per CU,512 KB,,65 W,18.93 GPixel/s,37.86 GTexel/s,"1,211 GFLOPS (1:1)","1,211 GFLOPS",75.71 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500X),Radeon RX 550X 640SP,https://www.techpowerup.com/gpu-specs/radeon-rx-550x-640sp.c3203,Baffin,https://www.techpowerup.com/gpu-specs/amd-baffin.g796,"Apr 11th, 2018",2018,PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1019 MHz,1500 MHz,640 / 40 / 16,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",24.4M / mm²,123 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,1024,64,16,,,16 KB per CU,1024 KB,,80 W,17.14 GPixel/s,42.84 GTexel/s,"1,371 GFLOPS (1:1)","1,371 GFLOPS",85.68 GFLOPS (1:16),6,2016
AMD,Polaris (RX 500X),Radeon RX 560DX,https://www.techpowerup.com/gpu-specs/radeon-rx-560dx.c3198,Polaris 21,https://www.techpowerup.com/gpu-specs/amd-polaris-21.g812,"Apr 11th, 2018",2018,PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1090 MHz,1500 MHz,896 / 56 / 16,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",24.4M / mm²,123 mm²,12 (12_0),4.6,2.1,1.3,6.7,3.1,,,1024,64,16,,,16 KB per CU,1024 KB,,75 W,18.80 GPixel/s,65.80 GTexel/s,2.106 TFLOPS (1:1),2.106 TFLOPS,131.6 GFLOPS (1:16),6,2016
